Year,Publisher,Games,Sales,Json
2003,Sony Computer Entertainment,32,24.32,"{'Publisher':'Sony Computer Entertainment','Games':32,'Sales':24.32},"
2003,Sony Online Entertainment,2,0.62,"{'Publisher':'Sony Online Entertainment','Games':2,'Sales':0.62},"
2003,Square Enix,6,2.42,"{'Publisher':'Square Enix','Games':6,'Sales':2.42},"
2003,SquareSoft,1,2.13,"{'Publisher':'SquareSoft','Games':1,'Sales':2.13},"
2003,Taito,1,0.01,"{'Publisher':'Taito','Games':1,'Sales':0.01},"
2003,Takara,1,0.04,"{'Publisher':'Takara','Games':1,'Sales':0.04},"
2003,Take-Two Interactive,14,10.57,"{'Publisher':'Take-Two Interactive','Games':14,'Sales':10.57},"
2003,TDK Mediactive,14,2.75,"{'Publisher':'TDK Mediactive','Games':14,'Sales':2.75},"
2003,Tecmo Koei,9,4.18,"{'Publisher':'Tecmo Koei','Games':9,'Sales':4.18},"
2003,Telegames,2,0.2,"{'Publisher':'Telegames','Games':2,'Sales':0.2},"
2003,THQ,64,29.38,"{'Publisher':'THQ','Games':64,'Sales':29.38},"
2003,Titus,1,0.02,"{'Publisher':'Titus','Games':1,'Sales':0.02},"
2003,Tomy Corporation,5,1.34,"{'Publisher':'Tomy Corporation','Games':5,'Sales':1.34},"
2003,Ubisoft,47,16.89,"{'Publisher':'Ubisoft','Games':47,'Sales':16.89},"
2003,Universal Interactive,6,2.93,"{'Publisher':'Universal Interactive','Games':6,'Sales':2.93},"
2003,Unknown,1,0.93,"{'Publisher':'Unknown','Games':1,'Sales':0.93},"
2003,Vivendi Games,32,15.43,"{'Publisher':'Vivendi Games','Games':32,'Sales':15.43},"
2003,Wanadoo,2,0.03,"{'Publisher':'Wanadoo','Games':2,'Sales':0.03},"
2003,Warner Bros. Interactive Entertainment,2,0.67,"{'Publisher':'Warner Bros. Interactive Entertainment','Games':2,'Sales':0.67},"
2003,Xicat Interactive,1,0.03,"{'Publisher':'Xicat Interactive','Games':1,'Sales':0.03},"
2003,Zoo Digital Publishing,9,2.26,"{'Publisher':'Zoo Digital Publishing','Games':9,'Sales':2.26},"
2004,505 Games,10,0.89,"{'Publisher':'505 Games','Games':10,'Sales':0.89},"
2004,Acclaim Entertainment,7,1.06,"{'Publisher':'Acclaim Entertainment','Games':7,'Sales':1.06},"
2004,Activision,47,39.23,"{'Publisher':'Activision','Games':47,'Sales':39.23},"
2004,Activision Value,1,0.06,"{'Publisher':'Activision Value','Games':1,'Sales':0.06},"
2004,Agatsuma Entertainment,1,0.08,"{'Publisher':'Agatsuma Entertainment','Games':1,'Sales':0.08},"
2004,Arika,1,0.05,"{'Publisher':'Arika','Games':1,'Sales':0.05},"
2004,Ascaron Entertainment GmbH,1,0.04,"{'Publisher':'Ascaron Entertainment GmbH','Games':1,'Sales':0.04},"
2004,Atari,39,11.55,"{'Publisher':'Atari','Games':39,'Sales':11.55},"
2004,Atlus,2,0.09,"{'Publisher':'Atlus','Games':2,'Sales':0.09},"
2004,Avalon Interactive,2,0.12,"{'Publisher':'Avalon Interactive','Games':2,'Sales':0.12},"
2004,BAM! Entertainment,3,0.1,"{'Publisher':'BAM! Entertainment','Games':3,'Sales':0.1},"
2004,Banpresto,3,0.77,"{'Publisher':'Banpresto','Games':3,'Sales':0.77},"
2004,Bethesda Softworks,2,0.25,"{'Publisher':'Bethesda Softworks','Games':2,'Sales':0.25},"
2004,Big Ben Interactive,1,0.05,"{'Publisher':'Big Ben Interactive','Games':1,'Sales':0.05},"
2004,Capcom,23,6.86,"{'Publisher':'Capcom','Games':23,'Sales':6.86},"
2004,Codemasters,13,0.97,"{'Publisher':'Codemasters','Games':13,'Sales':0.97},"
2004,Crave Entertainment,10,1.2,"{'Publisher':'Crave Entertainment','Games':10,'Sales':1.2},"
2004,Deep Silver,1,0.32,"{'Publisher':'Deep Silver','Games':1,'Sales':0.32},"
2004,"Destination Software, Inc",2,0.04,"{'Publisher':'Destination Software, Inc','Games':2,'Sales':0.04},"
2004,Disney Interactive Studios,8,3.26,"{'Publisher':'Disney Interactive Studios','Games':8,'Sales':3.26},"
2004,DreamCatcher Interactive,1,0.02,"{'Publisher':'DreamCatcher Interactive','Games':1,'Sales':0.02},"
2004,Eidos Interactive,10,3,"{'Publisher':'Eidos Interactive','Games':10,'Sales':3},"
2004,Electronic Arts,86,67.33,"{'Publisher':'Electronic Arts','Games':86,'Sales':67.33},"
2004,Empire Interactive,5,1.93,"{'Publisher':'Empire Interactive','Games':5,'Sales':1.93},"
2004,Enix Corporation,1,1.65,"{'Publisher':'Enix Corporation','Games':1,'Sales':1.65},"
2004,Enterbrain,2,0.61,"{'Publisher':'Enterbrain','Games':2,'Sales':0.61},"
2004,Evolved Games,4,0.09,"{'Publisher':'Evolved Games','Games':4,'Sales':0.09},"
2004,Game Factory,1,0.24,"{'Publisher':'Game Factory','Games':1,'Sales':0.24},"
2004,Gathering of Developers,4,0.46,"{'Publisher':'Gathering of Developers','Games':4,'Sales':0.46},"
2004,Ghostlight,1,0.13,"{'Publisher':'Ghostlight','Games':1,'Sales':0.13},"
2004,Global Star,21,5.53,"{'Publisher':'Global Star','Games':21,'Sales':5.53},"
2004,Gotham Games,1,0.61,"{'Publisher':'Gotham Games','Games':1,'Sales':0.61},"
2004,Hip Interactive,2,0.19,"{'Publisher':'Hip Interactive','Games':2,'Sales':0.19},"
2004,Hudson Soft,1,0.08,"{'Publisher':'Hudson Soft','Games':1,'Sales':0.08},"
2004,Ignition Entertainment,11,0.99,"{'Publisher':'Ignition Entertainment','Games':11,'Sales':0.99},"
2004,Illusion Softworks,1,0.7,"{'Publisher':'Illusion Softworks','Games':1,'Sales':0.7},"
2004,Indie Games,3,0.32,"{'Publisher':'Indie Games','Games':3,'Sales':0.32},"
2004,Interplay,1,0.68,"{'Publisher':'Interplay','Games':1,'Sales':0.68},"
2004,Jaleco,2,0.07,"{'Publisher':'Jaleco','Games':2,'Sales':0.07},"
2004,JoWood Productions,2,0.05,"{'Publisher':'JoWood Productions','Games':2,'Sales':0.05},"
2004,Kadokawa Shoten,1,0.02,"{'Publisher':'Kadokawa Shoten','Games':1,'Sales':0.02},"
2004,Konami Digital Entertainment,42,20.2,"{'Publisher':'Konami Digital Entertainment','Games':42,'Sales':20.2},"
2004,LucasArts,4,3.93,"{'Publisher':'LucasArts','Games':4,'Sales':3.93},"
2004,Mad Catz,1,0.2,"{'Publisher':'Mad Catz','Games':1,'Sales':0.2},"
2004,Majesco Entertainment,8,2.54,"{'Publisher':'Majesco Entertainment','Games':8,'Sales':2.54},"
2004,Marvelous Interactive,1,0.24,"{'Publisher':'Marvelous Interactive','Games':1,'Sales':0.24},"
2004,Mastiff,1,0.1,"{'Publisher':'Mastiff','Games':1,'Sales':0.1},"
2004,MC2 Entertainment,2,0.06,"{'Publisher':'MC2 Entertainment','Games':2,'Sales':0.06},"
2004,Microids,2,0.09,"{'Publisher':'Microids','Games':2,'Sales':0.09},"
2004,Microsoft Game Studios,13,13.68,"{'Publisher':'Microsoft Game Studios','Games':13,'Sales':13.68},"
2004,Midway Games,15,8.22,"{'Publisher':'Midway Games','Games':15,'Sales':8.22},"
2004,Mud Duck Productions,2,0.55,"{'Publisher':'Mud Duck Productions','Games':2,'Sales':0.55},"
2004,N/A,19,5.3,"{'Publisher':'N/A','Games':19,'Sales':5.3},"
2004,Namco Bandai Games,25,5.49,"{'Publisher':'Namco Bandai Games','Games':25,'Sales':5.49},"
2004,Nintendo,57,60.65,"{'Publisher':'Nintendo','Games':57,'Sales':60.65},"
2004,O3 Entertainment,1,0.09,"{'Publisher':'O3 Entertainment','Games':1,'Sales':0.09},"
2004,Play It,7,2.42,"{'Publisher':'Play It','Games':7,'Sales':2.42},"
2004,responDESIGN,1,0.09,"{'Publisher':'responDESIGN','Games':1,'Sales':0.09},"
2004,Sammy Corporation,1,1,"{'Publisher':'Sammy Corporation','Games':1,'Sales':1},"
2004,SCi,5,0.86,"{'Publisher':'SCi','Games':5,'Sales':0.86},"
2004,Sega,28,11.93,"{'Publisher':'Sega','Games':28,'Sales':11.93},"
2004,Sony Computer Entertainment,30,35.16,"{'Publisher':'Sony Computer Entertainment','Games':30,'Sales':35.16},"
2004,Sony Computer Entertainment Europe,1,1.71,"{'Publisher':'Sony Computer Entertainment Europe','Games':1,'Sales':1.71},"
2004,Sony Online Entertainment,1,1.28,"{'Publisher':'Sony Online Entertainment','Games':1,'Sales':1.28},"
2004,SouthPeak Games,1,1.2,"{'Publisher':'SouthPeak Games','Games':1,'Sales':1.2},"
2004,Spike,1,0.08,"{'Publisher':'Spike','Games':1,'Sales':0.08},"
2004,Square Enix,6,8.14,"{'Publisher':'Square Enix','Games':6,'Sales':8.14},"
2004,Sting,1,0.1,"{'Publisher':'Sting','Games':1,'Sales':0.1},"
2004,Summitsoft,1,0.04,"{'Publisher':'Summitsoft','Games':1,'Sales':0.04},"
2004,Sunflowers,1,0.03,"{'Publisher':'Sunflowers','Games':1,'Sales':0.03},"
2004,Take-Two Interactive,12,24.11,"{'Publisher':'Take-Two Interactive','Games':12,'Sales':24.11},"
2004,TDK Mediactive,1,1.33,"{'Publisher':'TDK Mediactive','Games':1,'Sales':1.33},"
2004,Tecmo Koei,13,2.5,"{'Publisher':'Tecmo Koei','Games':13,'Sales':2.5},"
2004,THQ,49,28.69,"{'Publisher':'THQ','Games':49,'Sales':28.69},"
2004,Tomy Corporation,1,0.44,"{'Publisher':'Tomy Corporation','Games':1,'Sales':0.44},"
2004,Ubisoft,32,15.4,"{'Publisher':'Ubisoft','Games':32,'Sales':15.4},"
2004,Unknown,1,0.03,"{'Publisher':'Unknown','Games':1,'Sales':0.03},"
2004,Vivendi Games,18,6.76,"{'Publisher':'Vivendi Games','Games':18,'Sales':6.76},"
2004,XS Games,3,0.06,"{'Publisher':'XS Games','Games':3,'Sales':0.06},"
2004,Zoo Digital Publishing,17,2.92,"{'Publisher':'Zoo Digital Publishing','Games':17,'Sales':2.92},"
2005,505 Games,13,1.27,"{'Publisher':'505 Games','Games':13,'Sales':1.27},"
2005,Activision,70,35.39,"{'Publisher':'Activision','Games':70,'Sales':35.39},"
2005,Activision Value,1,0.05,"{'Publisher':'Activision Value','Games':1,'Sales':0.05},"
2005,Atari,36,8.38,"{'Publisher':'Atari','Games':36,'Sales':8.38},"
2005,Banpresto,6,1.32,"{'Publisher':'Banpresto','Games':6,'Sales':1.32},"
2005,Bethesda Softworks,2,0.19,"{'Publisher':'Bethesda Softworks','Games':2,'Sales':0.19},"
2005,Black Bean Games,1,0.01,"{'Publisher':'Black Bean Games','Games':1,'Sales':0.01},"
2005,Capcom,24,13.27,"{'Publisher':'Capcom','Games':24,'Sales':13.27},"
2005,CDV Software Entertainment,1,0.01,"{'Publisher':'CDV Software Entertainment','Games':1,'Sales':0.01},"
2005,Codemasters,7,0.79,"{'Publisher':'Codemasters','Games':7,'Sales':0.79},"
2005,Crave Entertainment,9,0.69,"{'Publisher':'Crave Entertainment','Games':9,'Sales':0.69},"
2005,D3Publisher,4,0.39,"{'Publisher':'D3Publisher','Games':4,'Sales':0.39},"
2005,Deep Silver,3,0.25,"{'Publisher':'Deep Silver','Games':3,'Sales':0.25},"
2005,"Destination Software, Inc",1,0.08,"{'Publisher':'Destination Software, Inc','Games':1,'Sales':0.08},"
2005,Disney Interactive Studios,14,4.55,"{'Publisher':'Disney Interactive Studios','Games':14,'Sales':4.55},"
2005,DreamCatcher Interactive,1,0.02,"{'Publisher':'DreamCatcher Interactive','Games':1,'Sales':0.02},"
2005,DSI Games,1,0.17,"{'Publisher':'DSI Games','Games':1,'Sales':0.17},"
2005,DTP Entertainment,2,0.23,"{'Publisher':'DTP Entertainment','Games':2,'Sales':0.23},"
2005,Eidos Interactive,12,8,"{'Publisher':'Eidos Interactive','Games':12,'Sales':8},"
2005,Electronic Arts,117,67.01,"{'Publisher':'Electronic Arts','Games':117,'Sales':67.01},"
2005,Empire Interactive,7,0.46,"{'Publisher':'Empire Interactive','Games':7,'Sales':0.46},"
2005,Encore,1,0.02,"{'Publisher':'Encore','Games':1,'Sales':0.02},"
2005,Essential Games,1,0.17,"{'Publisher':'Essential Games','Games':1,'Sales':0.17},"
2005,Flashpoint Games,1,0.04,"{'Publisher':'Flashpoint Games','Games':1,'Sales':0.04},"
2005,Game Factory,2,0.06,"{'Publisher':'Game Factory','Games':2,'Sales':0.06},"
2005,Ghostlight,2,0.22,"{'Publisher':'Ghostlight','Games':2,'Sales':0.22},"
2005,Global Star,15,2.03,"{'Publisher':'Global Star','Games':15,'Sales':2.03},"
2005,Graphsim Entertainment,1,0.02,"{'Publisher':'Graphsim Entertainment','Games':1,'Sales':0.02},"
2005,Groove Games,1,0.06,"{'Publisher':'Groove Games','Games':1,'Sales':0.06},"
2005,Hip Interactive,3,0.17,"{'Publisher':'Hip Interactive','Games':3,'Sales':0.17},"
2005,Hudson Soft,1,0.22,"{'Publisher':'Hudson Soft','Games':1,'Sales':0.22},"
2005,Idea Factory,1,0.03,"{'Publisher':'Idea Factory','Games':1,'Sales':0.03},"
2005,Ignition Entertainment,7,1.11,"{'Publisher':'Ignition Entertainment','Games':7,'Sales':1.11},"
2005,Jack of All Games,1,0.38,"{'Publisher':'Jack of All Games','Games':1,'Sales':0.38},"
2005,Jester Interactive,1,0.4,"{'Publisher':'Jester Interactive','Games':1,'Sales':0.4},"
2005,JoWood Productions,4,0.11,"{'Publisher':'JoWood Productions','Games':4,'Sales':0.11},"
2005,Kadokawa Shoten,1,0.04,"{'Publisher':'Kadokawa Shoten','Games':1,'Sales':0.04},"
2005,Kemco,1,0.02,"{'Publisher':'Kemco','Games':1,'Sales':0.02},"
2005,Konami Digital Entertainment,56,14.92,"{'Publisher':'Konami Digital Entertainment','Games':56,'Sales':14.92},"
2005,LucasArts,8,9.87,"{'Publisher':'LucasArts','Games':8,'Sales':9.87},"
2005,Majesco Entertainment,10,0.59,"{'Publisher':'Majesco Entertainment','Games':10,'Sales':0.59},"
2005,Marvelous Interactive,3,0.49,"{'Publisher':'Marvelous Interactive','Games':3,'Sales':0.49},"
2005,Mastiff,2,0.08,"{'Publisher':'Mastiff','Games':2,'Sales':0.08},"
2005,MC2 Entertainment,1,0.02,"{'Publisher':'MC2 Entertainment','Games':1,'Sales':0.02},"
2005,Microids,1,0.07,"{'Publisher':'Microids','Games':1,'Sales':0.07},"
2005,Microsoft Game Studios,14,5.69,"{'Publisher':'Microsoft Game Studios','Games':14,'Sales':5.69},"
2005,Midas Interactive Entertainment,1,0.06,"{'Publisher':'Midas Interactive Entertainment','Games':1,'Sales':0.06},"
2005,Midway Games,21,5.19,"{'Publisher':'Midway Games','Games':21,'Sales':5.19},"
2005,N/A,5,1.43,"{'Publisher':'N/A','Games':5,'Sales':1.43},"
2005,Namco Bandai Games,41,14.79,"{'Publisher':'Namco Bandai Games','Games':41,'Sales':14.79},"
2005,NCSoft,2,0.07,"{'Publisher':'NCSoft','Games':2,'Sales':0.07},"
2005,Nintendo,45,127.47,"{'Publisher':'Nintendo','Games':45,'Sales':127.47},"
2005,NovaLogic,2,0.8,"{'Publisher':'NovaLogic','Games':2,'Sales':0.8},"
2005,Oxygen Interactive,1,0.34,"{'Publisher':'Oxygen Interactive','Games':1,'Sales':0.34},"
2005,Play It,3,0.43,"{'Publisher':'Play It','Games':3,'Sales':0.43},"
2005,Playlogic Game Factory,1,0.12,"{'Publisher':'Playlogic Game Factory','Games':1,'Sales':0.12},"
2005,RedOctane,2,2.45,"{'Publisher':'RedOctane','Games':2,'Sales':2.45},"
2005,responDESIGN,1,0.04,"{'Publisher':'responDESIGN','Games':1,'Sales':0.04},"
2005,Rising Star Games,7,0.8,"{'Publisher':'Rising Star Games','Games':7,'Sales':0.8},"
2005,SCi,3,0.27,"{'Publisher':'SCi','Games':3,'Sales':0.27},"
2005,Sega,31,11.59,"{'Publisher':'Sega','Games':31,'Sales':11.59},"
2005,SNK,1,0.07,"{'Publisher':'SNK','Games':1,'Sales':0.07},"
2005,SNK Playmore,3,0.18,"{'Publisher':'SNK Playmore','Games':3,'Sales':0.18},"
2005,Sony Computer Entertainment,48,26.38,"{'Publisher':'Sony Computer Entertainment','Games':48,'Sales':26.38},"
2005,Sony Online Entertainment,1,0.65,"{'Publisher':'Sony Online Entertainment','Games':1,'Sales':0.65},"
2005,SouthPeak Games,1,0.57,"{'Publisher':'SouthPeak Games','Games':1,'Sales':0.57},"
2005,Square Enix,6,6.71,"{'Publisher':'Square Enix','Games':6,'Sales':6.71},"
2005,Success,2,0.07,"{'Publisher':'Success','Games':2,'Sales':0.07},"
2005,Take-Two Interactive,41,26.29,"{'Publisher':'Take-Two Interactive','Games':41,'Sales':26.29},"
2005,Tecmo Koei,13,3.28,"{'Publisher':'Tecmo Koei','Games':13,'Sales':3.28},"
2005,Telegames,1,0.02,"{'Publisher':'Telegames','Games':1,'Sales':0.02},"
2005,THQ,63,22.23,"{'Publisher':'THQ','Games':63,'Sales':22.23},"
2005,Tomy Corporation,3,0.7,"{'Publisher':'Tomy Corporation','Games':3,'Sales':0.7},"
2005,Ubisoft,57,16.49,"{'Publisher':'Ubisoft','Games':57,'Sales':16.49},"
2005,Unknown,1,0.89,"{'Publisher':'Unknown','Games':1,'Sales':0.89},"
2005,Valcon Games,1,0.11,"{'Publisher':'Valcon Games','Games':1,'Sales':0.11},"
2005,ValuSoft,1,0.24,"{'Publisher':'ValuSoft','Games':1,'Sales':0.24},"
2005,Vivendi Games,25,6.22,"{'Publisher':'Vivendi Games','Games':25,'Sales':6.22},"
2005,Wanadoo,1,0.02,"{'Publisher':'Wanadoo','Games':1,'Sales':0.02},"
2005,Warner Bros. Interactive Entertainment,1,0.06,"{'Publisher':'Warner Bros. Interactive Entertainment','Games':1,'Sales':0.06},"
2005,Xplosiv,1,0.2,"{'Publisher':'Xplosiv','Games':1,'Sales':0.2},"
2005,XS Games,1,0.13,"{'Publisher':'XS Games','Games':1,'Sales':0.13},"
2005,Yuke's,1,0.03,"{'Publisher':'Yuke's','Games':1,'Sales':0.03},"
2005,Zoo Digital Publishing,31,3.19,"{'Publisher':'Zoo Digital Publishing','Games':31,'Sales':3.19},"
2006,10TACLE Studios,1,0.02,"{'Publisher':'10TACLE Studios','Games':1,'Sales':0.02},"
2006,505 Games,22,7.49,"{'Publisher':'505 Games','Games':22,'Sales':7.49},"
2006,Acquire,1,0.05,"{'Publisher':'Acquire','Games':1,'Sales':0.05},"
2006,Activision,50,17.4,"{'Publisher':'Activision','Games':50,'Sales':17.4},"
2006,Activision Value,3,0.25,"{'Publisher':'Activision Value','Games':3,'Sales':0.25},"
2006,Alchemist,2,1.24,"{'Publisher':'Alchemist','Games':2,'Sales':1.24},"
2006,Aqua Plus,1,0.11,"{'Publisher':'Aqua Plus','Games':1,'Sales':0.11},"
2006,Aria,1,0.07,"{'Publisher':'Aria','Games':1,'Sales':0.07},"
2006,Asmik Ace Entertainment,1,0.04,"{'Publisher':'Asmik Ace Entertainment','Games':1,'Sales':0.04},"
2006,Atari,23,4.33,"{'Publisher':'Atari','Games':23,'Sales':4.33},"
2006,Atlus,2,0.05,"{'Publisher':'Atlus','Games':2,'Sales':0.05},"
2006,Banpresto,7,0.61,"{'Publisher':'Banpresto','Games':7,'Sales':0.61},"
2006,Bethesda Softworks,2,0.1,"{'Publisher':'Bethesda Softworks','Games':2,'Sales':0.1},"
2006,Broccoli,1,0.03,"{'Publisher':'Broccoli','Games':1,'Sales':0.03},"
2006,Capcom,27,11.4,"{'Publisher':'Capcom','Games':27,'Sales':11.4},"
2006,ChunSoft,2,0.03,"{'Publisher':'ChunSoft','Games':2,'Sales':0.03},"
2006,Codemasters,8,0.23,"{'Publisher':'Codemasters','Games':8,'Sales':0.23},"
2006,Crave Entertainment,5,0.3,"{'Publisher':'Crave Entertainment','Games':5,'Sales':0.3},"
2006,D3Publisher,13,1.37,"{'Publisher':'D3Publisher','Games':13,'Sales':1.37},"
2006,Daito,4,0.23,"{'Publisher':'Daito','Games':4,'Sales':0.23},"
2006,Deep Silver,3,0.35,"{'Publisher':'Deep Silver','Games':3,'Sales':0.35},"
2006,"Destination Software, Inc",2,0.06,"{'Publisher':'Destination Software, Inc','Games':2,'Sales':0.06},"
2006,Disney Interactive Studios,13,5.74,"{'Publisher':'Disney Interactive Studios','Games':13,'Sales':5.74},"
2006,DreamCatcher Interactive,2,0.09,"{'Publisher':'DreamCatcher Interactive','Games':2,'Sales':0.09},"
2006,DSI Games,1,0.04,"{'Publisher':'DSI Games','Games':1,'Sales':0.04},"
2006,Edia,1,0.07,"{'Publisher':'Edia','Games':1,'Sales':0.07},"
2006,Eidos Interactive,29,4.38,"{'Publisher':'Eidos Interactive','Games':29,'Sales':4.38},"
2006,Electronic Arts,102,58.41,"{'Publisher':'Electronic Arts','Games':102,'Sales':58.41},"
2006,Empire Interactive,4,0.26,"{'Publisher':'Empire Interactive','Games':4,'Sales':0.26},"
2006,Enterbrain,2,0.16,"{'Publisher':'Enterbrain','Games':2,'Sales':0.16},"
2006,Essential Games,2,0.06,"{'Publisher':'Essential Games','Games':2,'Sales':0.06},"
2006,Focus Home Interactive,2,0.03,"{'Publisher':'Focus Home Interactive','Games':2,'Sales':0.03},"
2006,From Software,1,0.05,"{'Publisher':'From Software','Games':1,'Sales':0.05},"
2006,Funsta,1,0.02,"{'Publisher':'Funsta','Games':1,'Sales':0.02},"
2006,Game Factory,7,0.24,"{'Publisher':'Game Factory','Games':7,'Sales':0.24},"
2006,Ghostlight,1,0.21,"{'Publisher':'Ghostlight','Games':1,'Sales':0.21},"
2006,Global A Entertainment,1,0.03,"{'Publisher':'Global A Entertainment','Games':1,'Sales':0.03},"
2006,Global Star,3,0.09,"{'Publisher':'Global Star','Games':3,'Sales':0.09},"
2006,GN Software,1,0.01,"{'Publisher':'GN Software','Games':1,'Sales':0.01},"
2006,Groove Games,1,0.03,"{'Publisher':'Groove Games','Games':1,'Sales':0.03},"
2006,Hamster Corporation,1,0.02,"{'Publisher':'Hamster Corporation','Games':1,'Sales':0.02},"
2006,Hasbro Interactive,1,0.02,"{'Publisher':'Hasbro Interactive','Games':1,'Sales':0.02},"
2006,Hudson Entertainment,1,0.02,"{'Publisher':'Hudson Entertainment','Games':1,'Sales':0.02},"
2006,Hudson Soft,3,0.23,"{'Publisher':'Hudson Soft','Games':3,'Sales':0.23},"
2006,Idea Factory,4,0.17,"{'Publisher':'Idea Factory','Games':4,'Sales':0.17},"
2006,IE Institute,2,0.73,"{'Publisher':'IE Institute','Games':2,'Sales':0.73},"
2006,Ignition Entertainment,9,0.81,"{'Publisher':'Ignition Entertainment','Games':9,'Sales':0.81},"
2006,Interchannel,3,0.08,"{'Publisher':'Interchannel','Games':3,'Sales':0.08},"
2006,Irem Software Engineering,1,0.06,"{'Publisher':'Irem Software Engineering','Games':1,'Sales':0.06},"
2006,JoWood Productions,1,0.06,"{'Publisher':'JoWood Productions','Games':1,'Sales':0.06},"
2006,Kadokawa Shoten,1,0.02,"{'Publisher':'Kadokawa Shoten','Games':1,'Sales':0.02},"
2006,Kando Games,1,0.03,"{'Publisher':'Kando Games','Games':1,'Sales':0.03},"
2006,KID,3,0.05,"{'Publisher':'KID','Games':3,'Sales':0.05},"
2006,Konami Digital Entertainment,66,14.6,"{'Publisher':'Konami Digital Entertainment','Games':66,'Sales':14.6},"
2006,Liquid Games,1,0.01,"{'Publisher':'Liquid Games','Games':1,'Sales':0.01},"
2006,LucasArts,9,7.44,"{'Publisher':'LucasArts','Games':9,'Sales':7.44},"
2006,Mad Catz,1,0.03,"{'Publisher':'Mad Catz','Games':1,'Sales':0.03},"
2006,Majesco Entertainment,6,0.37,"{'Publisher':'Majesco Entertainment','Games':6,'Sales':0.37},"
2006,Marvelous Interactive,2,0.07,"{'Publisher':'Marvelous Interactive','Games':2,'Sales':0.07},"
2006,Mastertronic,1,0.02,"{'Publisher':'Mastertronic','Games':1,'Sales':0.02},"
2006,Media Works,1,0.03,"{'Publisher':'Media Works','Games':1,'Sales':0.03},"
2006,Michaelsoft,1,0.01,"{'Publisher':'Michaelsoft','Games':1,'Sales':0.01},"
2006,Microsoft Game Studios,9,9.98,"{'Publisher':'Microsoft Game Studios','Games':9,'Sales':9.98},"
2006,Midas Interactive Entertainment,1,0.03,"{'Publisher':'Midas Interactive Entertainment','Games':1,'Sales':0.03},"
2006,Midway Games,25,5.5,"{'Publisher':'Midway Games','Games':25,'Sales':5.5},"
2006,MTO,2,0.16,"{'Publisher':'MTO','Games':2,'Sales':0.16},"
2006,Mumbo Jumbo,1,0.02,"{'Publisher':'Mumbo Jumbo','Games':1,'Sales':0.02},"
2006,Myelin Media,3,0.13,"{'Publisher':'Myelin Media','Games':3,'Sales':0.13},"
